Év;Hét;Nap;Húzásdátum;5+2 találat (db);5+2 találat (EUR);5+1 találat (db);5+1 találat (EUR);5 találat (db);5 találat (Ft);4+2 találat (db);4+2 találat (Ft);4+1 találat (db);4+1 találat (Ft);4 találat (db);4 találat (Ft);3+2 találat (db);3+2 találat (Ft);3+1 találat (db);3+1 találat (Ft);2+2 találat (db);2+2 találat (Ft);3 találat (db);3 találat (Ft);1+2 találat (db);1+2 találat (Ft);2+1 találat (db);2+1 találat (Ft);Számok
2023;38;Péntek;2023.09.22.;0;0 EUR;0;1 584 023 EUR;0;62 264 055 Ft;1;1 833 980 Ft;13;132 325 Ft;41;47 325 Ft;19;82 945 Ft;616;8 120 Ft;402;12 510 Ft;1486;6 410 Ft;2184;6 100 Ft;9568;3 870 Ft;14;24;31;44;45;7;11
2023;38;Kedd;2023.09.19.;0;65 950 426 EUR;0;100 735 EUR;0;35 106 215 Ft;0;2 871 115 Ft;14;107 305 Ft;42;36 560 Ft;9;73 675 Ft;576;7 110 Ft;273;11 745 Ft;1440;5 575 Ft;1454;5 575 Ft;7612;3 625 Ft;8;18;26;38;39;4;12
2023;37;Péntek;2023.09.15.;0;0 EUR;0;405 032 EUR;0;99 505 290 Ft;0;1 774 390 Ft;20;97 580 Ft;24;43 145 Ft;27;52 310 Ft;853;6 170 Ft;496;8 365 Ft;1335;6 170 Ft;2433;4 320 Ft;12899;2 960 Ft;3;8;10;31;36;2;3
2023;37;Kedd;2023.09.12.;0;0 EUR;0;634 061 EUR;0;124 617 085 Ft;0;1 468 230 Ft;13;128 770 Ft;35;46 385 Ft;26;59 735 Ft;454;8 190 Ft;355;9 620 Ft;1272;6 380 Ft;1517;4 985 Ft;6776;3 835 Ft;5;13;43;45;50;1;10
2023;36;Péntek;2023.09.08.;0;0 EUR;0;630 685 EUR;0;74 372 130 Ft;3;2 190 635 Ft;11;124 660 Ft;22;50 465 Ft;29;61 020 Ft;569;7 875 Ft;412;9 270 Ft;1255;7 215 Ft;2144;4 390 Ft;8873;3 590 Ft;21;29;31;46;49;5;6
2023;36;Kedd;2023.09.05.;0;0 EUR;0;399 833 EUR;0;39 291 215 Ft;1;1 215 185 Ft;17;70 745 Ft;28;28 055 Ft;48;36 595 Ft;657;5 435 Ft;633;5 960 Ft;1218;4 985 Ft;2824;3 275 Ft;9393;2 925 Ft;9;11;13;15;25;4;9
2023;35;Péntek;2023.09.01.;0;0 EUR;0;447 557 EUR;1;87 962 025 Ft;1;2 763 640 Ft;10;121 695 Ft;46;30 320 Ft;19;84 165 Ft;591;7 875 Ft;286;13 315 Ft;1837;5 750 Ft;1213;5 750 Ft;8013;3 940 Ft;1;13;16;23;27;10;11
2023;35;Kedd;2023.08.29.;0;0 EUR;0;535 487 EUR;0;70 162 285 Ft;1;1 285 895 Ft;4;114 480 Ft;32;41 260 Ft;27;48 440 Ft;483;7 180 Ft;346;7 630 Ft;1000;6 275 Ft;2055;3 835 Ft;6963;3 485 Ft;14;18;20;39;42;6;9
2023;34;Péntek;2023.08.25.;0;0 EUR;1;408 009 EUR;1;32 075 730 Ft;0;2 204 505 Ft;15;112 460 Ft;50;27 320 Ft;24;76 390 Ft;554;7 595 Ft;331;12 860 Ft;2123;5 365 Ft;1470;5 365 Ft;7672;4 010 Ft;2;5;11;27;38;10;12
2023;34;Kedd;2023.08.22.;0;0 EUR;0;320 651 EUR;0;94 530 135 Ft;1;2 398 830 Ft;8;184 740 Ft;8;52 660 Ft;16;78 655 Ft;239;9 830 Ft;241;11 500 Ft;633;7 875 Ft;1381;5 195 Ft;5058;4 320 Ft;8;40;41;46;47;3;11
2023;33;Péntek;2023.08.18.;0;10 000 000 EUR;0;200 778 EUR;0;26 307 010 Ft;1;913 525 Ft;11;91 270 Ft;43;34 745 Ft;50;34 745 Ft;622;6 100 Ft;653;6 100 Ft;1171;6 030 Ft;4006;3 170 Ft;8880;3 170 Ft;2;16;22;28;46;4;8
2023;33;Kedd;2023.08.15.;0;14 292 377 EUR;0;2 674 155 EUR;0;40 306 010 Ft;0;2 374 400 Ft;6;109 915 Ft;22;42 865 Ft;32;53 320 Ft;532;6 480 Ft;291;8 505 Ft;1108;5 995 Ft;1610;4 285 Ft;7432;3 135 Ft;12;21;23;26;41;5;6
2023;32;Péntek;2023.08.11.;0;0 EUR;0;0 EUR;0;162 021 170 Ft;0;3 817 850 Ft;7;153 585 Ft;20;57 015 Ft;18;70 990 Ft;415;9 270 Ft;385;9 480 Ft;820;8 400 Ft;2726;4 110 Ft;7476;3 940 Ft;1;35;36;38;39;3;10
2023;32;Kedd;2023.08.08.;0;10 000 000 EUR;0;565 949 EUR;0;27 807 580 Ft;1;1 359 045 Ft;13;79 875 Ft;43;26 205 Ft;31;40 705 Ft;636;5 960 Ft;431;6 970 Ft;1400;4 915 Ft;2081;3 730 Ft;7505;3 170 Ft;6;12;25;31;37;6;9
2023;31;Péntek;2023.08.04.;0;117 242 385 EUR;0;383 576 EUR;0;27 139 440 Ft;1;1 834 645 Ft;17;81 515 Ft;43;32 165 Ft;34;49 590 Ft;1126;5 715 Ft;461;8 120 Ft;1924;5 470 Ft;2362;4 180 Ft;14216;2 995 Ft;3;17;19;32;38;6;7
2023;31;Kedd;2023.08.01.;0;0 EUR;0;355 037 EUR;0;59 809 955 Ft;2;3 288 515 Ft;5;134 870 Ft;10;50 220 Ft;10;72 070 Ft;404;8 435 Ft;286;10 805 Ft;1068;6 620 Ft;1524;5 260 Ft;6685;3 835 Ft;2;9;38;40;44;5;11
2023;30;Péntek;2023.07.28.;0;0 EUR;0;1 259 396 EUR;0;26 054 625 Ft;0;1 060 450 Ft;19;96 080 Ft;33;39 415 Ft;44;39 415 Ft;693;6 445 Ft;886;6 445 Ft;1307;6 445 Ft;5394;3 205 Ft;10027;3 205 Ft;10;16;34;36;49;3;7
2023;30;Kedd;2023.07.25.;0;0 EUR;0;314 902 EUR;0;34 383 430 Ft;1;1 546 750 Ft;26;74 090 Ft;42;33 630 Ft;38;44 920 Ft;965;5 330 Ft;419;8 155 Ft;1458;5 330 Ft;1932;4 495 Ft;11421;2 825 Ft;3;9;11;20;39;2;3
2023;29;Péntek;2023.07.21.;0;0 EUR;0;726 423 EUR;0;71 384 825 Ft;1;995 035 Ft;20;95 665 Ft;47;35 895 Ft;59;40 600 Ft;918;6 515 Ft;638;7 145 Ft;1692;5 960 Ft;3434;3 590 Ft;11922;3 275 Ft;7;16;22;38;41;5;9
2023;29;Kedd;2023.07.18.;0;0 EUR;0;683 091 EUR;0;89 502 225 Ft;0;2 460 515 Ft;4;132 115 Ft;19;45 725 Ft;19;69 110 Ft;457;7 910 Ft;257;10 280 Ft;1125;6 655 Ft;1571;4 845 Ft;6789;3 730 Ft;14;16;24;40;43;1;5
2023;28;Péntek;2023.07.14.;0;0 EUR;0;657 651 EUR;0;96 939 980 Ft;1;1 421 320 Ft;16;114 515 Ft;38;39 380 Ft;35;48 130 Ft;657;6 865 Ft;496;7 875 Ft;1664;6 030 Ft;2654;3 870 Ft;9946;3 345 Ft;2;4;12;31;50;6;8
2023;28;Kedd;2023.07.11.;0;0 EUR;0;1 196 830 EUR;0;117 611 190 Ft;0;2 155 505 Ft;7;127 270 Ft;21;36 625 Ft;10;61 440 Ft;445;7 215 Ft;367;9 585 Ft;1128;5 435 Ft;1627;4 950 Ft;6774;3 555 Ft;11;15;17;24;46;2;11
2023;27;Péntek;2023.07.07.;0;0 EUR;0;610 637 EUR;0;40 004 420 Ft;0;1 855 865 Ft;13;122 500 Ft;20;46 770 Ft;52;46 770 Ft;691;7 075 Ft;1030;7 075 Ft;1227;6 900 Ft;5438;3 380 Ft;10457;3 380 Ft;9;18;20;40;41;3;9
2023;27;Kedd;2023.07.04.;0;0 EUR;0;380 299 EUR;0;37 371 640 Ft;1;2 641 875 Ft;10;102 740 Ft;20;33 665 Ft;11;72 525 Ft;432;7 110 Ft;253;11 255 Ft;1053;5 610 Ft;1230;5 610 Ft;6213;3 625 Ft;19;21;23;36;39;5;12
2023;26;Péntek;2023.06.30.;0;0 EUR;0;1 416 171 EUR;0;167 914 655 Ft;1;1 731 070 Ft;18;99 915 Ft;44;38 335 Ft;38;47 185 Ft;690;6 585 Ft;499;7 840 Ft;1780;5 785 Ft;2450;3 835 Ft;10093;3 380 Ft;3;14;23;41;43;2;6
2023;26;Kedd;2023.06.27.;0;0 EUR;0;0 EUR;0;73 611 040 Ft;5;847 100 Ft;13;87 715 Ft;23;32 795 Ft;36;38 475 Ft;679;5 820 Ft;456;6 445 Ft;1255;5 230 Ft;2313;3 520 Ft;8514;2 995 Ft;7;10;13;34;47;5;9
2023;25;Péntek;2023.06.23.;0;120 000 000 EUR;0;2 275 342 EUR;0;74 551 295 Ft;0;1 409 020 Ft;25;100 610 Ft;39;36 245 Ft;39;48 230 Ft;820;6 445 Ft;571;7 665 Ft;1902;5 610 Ft;3114;3 905 Ft;12681;3 205 Ft;2;3;18;23;39;6;8
2023;25;Kedd;2023.06.20.;0;0 EUR;0;5 330 105 EUR;1;57 023 555 Ft;2;1 753 615 Ft;17;107 060 Ft;33;35 965 Ft;22;58 895 Ft;581;7 285 Ft;359;9 410 Ft;1421;5 890 Ft;2170;4 495 Ft;8701;3 590 Ft;9;18;30;34;48;1;7
2023;24;Péntek;2023.06.16.;0;0 EUR;0;896 062 EUR;1;64 040 045 Ft;1;1 904 830 Ft;26;92 805 Ft;42;34 015 Ft;25;65 795 Ft;821;7 180 Ft;406;11 290 Ft;1977;5 575 Ft;2058;5 575 Ft;11229;3 590 Ft;5;19;33;36;42;7;12
2023;24;Kedd;2023.06.13.;0;0 EUR;0;419 640 EUR;0;82 475 175 Ft;0;1 744 105 Ft;9;104 060 Ft;23;44 575 Ft;25;48 510 Ft;502;7 110 Ft;458;7 560 Ft;1007;6 585 Ft;2998;3 625 Ft;8037;3 415 Ft;11;29;32;46;47;5;7
2023;23;Péntek;2023.06.09.;0;0 EUR;0;147 685 EUR;0;25 970 360 Ft;3;894 390 Ft;40;55 690 Ft;55;23 560 Ft;46;40 705 Ft;896;6 135 Ft;586;7 145 Ft;1749;5 820 Ft;3066;3 800 Ft;12292;3 135 Ft;8;13;24;35;46;6;8
2023;23;Kedd;2023.06.06.;0;0 EUR;0;379 055 EUR;0;74 498 670 Ft;0;1 293 495 Ft;8;85 315 Ft;41;30 875 Ft;36;43 425 Ft;722;5 680 Ft;477;7 355 Ft;1584;4 880 Ft;2284;4 010 Ft;9943;2 995 Ft;5;7;21;22;29;3;10
2023;22;Péntek;2023.06.02.;0;0 EUR;1;418 181 EUR;0;31 610 970 Ft;0;1 936 685 Ft;10;117 515 Ft;50;34 850 Ft;41;69 210 Ft;611;7 425 Ft;401;11 430 Ft;1898;5 505 Ft;1858;5 505 Ft;9745;3 625 Ft;8;9;11;13;50;6;11
2023;22;Kedd;2023.05.30.;0;0 EUR;0;383 874 EUR;0;45 267 465 Ft;1;1 555 565 Ft;17;101 865 Ft;23;38 265 Ft;26;51 405 Ft;534;6 380 Ft;279;8 505 Ft;1054;5 855 Ft;1398;4 320 Ft;6952;3 170 Ft;2;8;16;21;39;4;5
2023;21;Péntek;2023.05.26.;0;0 EUR;0;459 981 EUR;0;60 269 100 Ft;1;1 704 200 Ft;10;143 650 Ft;20;49 245 Ft;38;49 245 Ft;559;7 425 Ft;603;7 425 Ft;1283;7 110 Ft;3738;3 450 Ft;9439;3 450 Ft;1;3;29;45;47;5;8
2023;21;Kedd;2023.05.23.;0;0 EUR;0;1 095 941 EUR;0;107 696 955 Ft;2;2 732 970 Ft;12;106 745 Ft;11;46 735 Ft;20;53 600 Ft;530;6 445 Ft;326;8 680 Ft;862;6 410 Ft;1650;4 495 Ft;7881;3 100 Ft;1;2;11;14;36;2;3
2023;20;Péntek;2023.05.19.;0;0 EUR;0;905 688 EUR;0;33 427 145 Ft;0;1 969 200 Ft;19;100 440 Ft;45;30 635 Ft;31;77 890 Ft;783;6 795 Ft;387;12 930 Ft;1865;5 750 Ft;1963;5 750 Ft;10492;3 590 Ft;1;5;8;20;35;3;12
2023;20;Kedd;2023.05.16.;0;0 EUR;0;0 EUR;0;49 933 570 Ft;2;1 937 975 Ft;4;142 465 Ft;10;56 945 Ft;9;56 945 Ft;376;8 085 Ft;416;8 085 Ft;725;7 560 Ft;2689;3 695 Ft;6318;3 695 Ft;28;30;31;45;46;4;8
2023;19;Péntek;2023.05.12.;0;0 EUR;0;325 560 EUR;0;106 641 560 Ft;0;1 884 655 Ft;8;129 330 Ft;18;46 000 Ft;43;46 000 Ft;603;6 725 Ft;732;6 725 Ft;1090;6 725 Ft;3867;3 240 Ft;9575;3 240 Ft;10;27;30;32;34;5;8
2023;19;Kedd;2023.05.09.;0;0 EUR;1;454 431 EUR;1;19 847 320 Ft;0;2 266 435 Ft;9;97 685 Ft;16;39 275 Ft;13;60 990 Ft;456;6 550 Ft;278;9 270 Ft;886;6 310 Ft;1424;4 670 Ft;7661;3 100 Ft;6;11;29;34;39;2;3
2023;18;Péntek;2023.05.05.;0;0 EUR;0;1 510 609 EUR;0;26 990 140 Ft;1;1 360 300 Ft;17;108 315 Ft;16;44 435 Ft;23;49 175 Ft;534;6 935 Ft;476;7 560 Ft;1217;6 410 Ft;2330;3 870 Ft;9423;3 170 Ft;17;18;30;33;35;6;8
2023;18;Kedd;2023.05.02.;0;13 654 127 EUR;0;872 930 EUR;0;24 509 100 Ft;1;1 179 115 Ft;5;131 000 Ft;22;24 535 Ft;15;54 470 Ft;314;8 505 Ft;226;10 875 Ft;1197;5 125 Ft;907;5 125 Ft;4671;4 145 Ft;11;12;13;23;26;11;12
2023;17;Péntek;2023.04.28.;0;0 EUR;1;313 679 EUR;1;77 062 235 Ft;1;1 815 895 Ft;12;108 455 Ft;12;42 380 Ft;20;54 120 Ft;610;6 480 Ft;348;8 470 Ft;1283;5 995 Ft;1960;4 215 Ft;10026;3 100 Ft;4;8;9;30;35;6;7
2023;17;Kedd;2023.04.25.;0;46 857 546 EUR;0;1 185 033 EUR;0;58 225 915 Ft;0;2 021 925 Ft;14;113 785 Ft;24;43 630 Ft;21;53 110 Ft;518;6 760 Ft;303;8 920 Ft;1108;5 820 Ft;1566;4 635 Ft;7523;3 310 Ft;12;21;24;28;40;1;3
2023;16;Péntek;2023.04.21.;0;0 EUR;0;1 780 701 EUR;1;69 995 005 Ft;1;2 309 090 Ft;10;131 175 Ft;34;46 840 Ft;67;46 840 Ft;793;6 970 Ft;748;7 005 Ft;1558;6 690 Ft;3660;3 380 Ft;11210;3 275 Ft;5;13;16;41;45;3;6
2023;16;Kedd;2023.04.18.;0;0 EUR;0;533 282 EUR;0;41 924 025 Ft;1;1 383 055 Ft;13;111 100 Ft;36;35 270 Ft;28;55 655 Ft;454;7 390 Ft;349;9 130 Ft;1119;6 135 Ft;1782;4 530 Ft;6470;3 765 Ft;16;28;31;35;42;2;10
2023;15;Péntek;2023.04.14.;0;0 EUR;0;343 280 EUR;0;30 667 025 Ft;0;1 918 700 Ft;18;97 825 Ft;39;28 125 Ft;27;71 305 Ft;806;6 550 Ft;341;11 640 Ft;2526;5 230 Ft;1844;5 230 Ft;10130;3 590 Ft;7;11;20;21;29;6;11
2023;15;Kedd;2023.04.11.;0;0 EUR;0;922 748 EUR;0;45 338 700 Ft;0;1 359 710 Ft;10;85 555 Ft;21;35 685 Ft;30;44 610 Ft;633;5 960 Ft;449;7 770 Ft;986;5 960 Ft;2142;3 975 Ft;8402;3 030 Ft;5;19;33;37;42;7;9
2023;14;Péntek;2023.04.07.;0;0 EUR;0;524 739 EUR;0;34 377 015 Ft;1;1 063 205 Ft;14;90 085 Ft;28;33 040 Ft;29;48 095 Ft;527;6 900 Ft;441;8 435 Ft;1334;5 785 Ft;2336;4 285 Ft;7635;3 625 Ft;16;28;32;36;48;5;10
2023;14;Kedd;2023.04.04.;0;0 EUR;0;928 599 EUR;0;26 072 085 Ft;3;971 060 Ft;17;78 865 Ft;29;38 545 Ft;35;42 935 Ft;589;5 435 Ft;377;7 910 Ft;1097;5 435 Ft;1660;4 145 Ft;8546;2 925 Ft;1;15;19;24;33;7;8
2023;13;Péntek;2023.03.31.;0;10 000 000 EUR;0;3 029 225 EUR;0;52 848 215 Ft;1;2 905 725 Ft;5;143 685 Ft;30;45 025 Ft;21;85 000 Ft;539;8 260 Ft;309;13 315 Ft;1461;6 275 Ft;1649;6 275 Ft;8138;3 905 Ft;10;11;31;37;44;5;12
2023;13;Kedd;2023.03.28.;0;73 860 867 EUR;0;0 EUR;0;139 133 955 Ft;0;3 530 760 Ft;10;126 085 Ft;45;37 045 Ft;16;76 950 Ft;381;8 295 Ft;225;11 850 Ft;1374;5 645 Ft;1248;5 645 Ft;5931;4 010 Ft;6;12;36;37;44;1;11
2023;12;Péntek;2023.03.24.;0;0 EUR;0;663 892 EUR;0;45 736 580 Ft;4;1 508 830 Ft;19;106 325 Ft;31;39 345 Ft;53;39 345 Ft;861;6 205 Ft;1119;6 205 Ft;1508;6 030 Ft;6283;3 100 Ft;12972;3 100 Ft;6;21;23;26;43;3;9
2023;12;Kedd;2023.03.21.;0;0 EUR;0;0 EUR;0;48 154 055 Ft;1;1 654 750 Ft;13;101 520 Ft;29;41 125 Ft;34;44 920 Ft;697;6 345 Ft;414;7 665 Ft;1361;5 995 Ft;2005;3 975 Ft;9553;3 170 Ft;8;13;16;44;47;6;8
2023;11;Péntek;2023.03.17.;0;0 EUR;0;645 095 EUR;0;31 696 390 Ft;0;1 608 675 Ft;10;1 600 645 Ft;53;32 760 Ft;21;55 760 Ft;642;6 830 Ft;396;8 955 Ft;1895;5 505 Ft;1908;4 565 Ft;8581;3 520 Ft;5;18;21;29;45;1;6
